P3a_offer,P3a_offer_s
-1.6164754130806538,-0.2802665493449563
-8.934418794149147,-1.5490608181084469
-5.225710253160211,-0.9060402457582539
-11.827345155098339,-2.050640045439285
1.4002096351720028,0.24277011554498484
3.3133405416042665,0.5744711691162872
3.47182808997422,0.6019499404828965
-1.0377907545025782,-0.17993347214123323
6.482773718458635,1.1239914975223435
0.3689093459865498,0.06396196848036818
10.612952767114495,1.840087158969844
-2.6263592955544754,-0.4553614927568196
1.6658447566026242,0.2888262684971078
3.54658247245991,0.6149109497615648
12.838063605567989,2.2258796873046425
2.9470731195352546,0.5109672607424993
15.246055656723467,2.6433803913464406
5.349335220776304,0.9274744988290214
2.425067553446833,0.4204612762019459
2.383426636905858,0.41324152148371057
7.887234145925586,1.3674986208057986
4.1333458360329205,0.7166447230437956
9.175205993135348,1.5908088068747521
10.05830616574767,1.7439218304946429
2.510095039700373,0.4352034491907325
1.9460464800628865,0.3374079973123045
5.514677677368481,0.9561417828435638
9.621356390514016,1.6681629264303963
-1.5190887343552377,-0.26338152395102143
9.407427973213377,1.63107174716562
4.322701263499156,0.7494754062860238
9.773241984907514,1.694497042675782
-1.8234214934648252,-0.31614712221380065
-4.5280737448443125,-0.785083146565428
-2.743264675304732,-0.4756306951940059
8.172951866864492,1.4170367202326515
4.1043511900950875,0.7116175946997967
3.209261122173863,0.5564257478834372
4.057024153067136,0.7034119732277903
6.446243520716534,1.1176578456862443
6.339694414162006,1.0991842269796568
6.09963225740493,1.057561946951042
12.972928248069904,2.2492626894071104
4.959575418164763,0.8598974518369324
-1.1342306472746602,-0.19665434259042724
7.807804974895742,1.3537270907833039
2.912347140338491,0.5049464265972069
7.854296025805873,1.361787767926033
11.390425657135209,1.9748863908864536
3.9083998809063356,0.6776433091514039
9.660101745821422,1.674880645083757
6.139700304365804,1.0645089955543452
4.828661983380244,0.837199515120389
11.0178110855804,1.9102820057159473
18.139270197592012,3.1450095836757774
6.411836654077688,1.1116923396794045
2.1574424134875794,0.3740600913231762
11.138943881332095,1.931284162880302
9.126337610850667,1.582335945014827
-3.3074240004866993,-0.5734453517424751
2.1007906638754408,0.3642377394026547
3.1077929755960936,0.5388330724368106
2.7636082468327126,0.47915788932721787
10.647617126634438,1.8460973094177202
-3.080163660591107,-0.5340426668948822
6.200928305738356,1.0751247837866387
11.063797211854807,1.9182551383874225
2.971709562242356,0.515238758304281
2.312983114575695,0.40102793458506836
1.7551339244924502,0.30430733723212317
10.896548096910282,1.8892572755389132
15.464537461079283,2.681261042611508
1.6890003269737128,0.29284101054236494
7.389140383334332,1.2811384949653126
8.40071490673198,1.4565265638364735
17.092964901838428,2.9635998496153313
NA,NA
-4.371987141019509,-0.7580206539973654
NA,NA
1.997612222531011,0.34634853088862977
-1.4791762143827991,-0.2564614408134631
2.522180914381734,0.4372989134120566
-4.12676112313627,-0.7155030572027703
1.1251527979840121,0.1950804136116284
-1.407210426141299,-0.24398392152791076
7.610549961056455,1.319526767275525
11.246568885861139,1.9499443221369808
5.435688090182978,0.942446468423363
16.855403432220804,2.9224111418822765
NA,NA
11.45786241352688,1.9865786609079878
7.666364525073494,1.3292039668998836
8.064833033675722,1.3982909403390555
14.679302397076535,2.5451159951633073
1.661644745374812,0.2880980652442135
16.403184304829516,2.8440048182499233
5.253325739985003,0.9108282537528298
7.4499114143270555,1.2916750530958236
4.1470319306955234,0.7190176354271557
4.399944444803809,0.7628679266482261
6.124157420961475,1.0618141507931123
3.1110773017804476,0.5394025130600106
1.9249005989772157,0.33374169773435725
11.974804787326418,2.0762067827727515
-2.6996088364366484,-0.4680615906970811
1.934660009997197,0.3354337967468603
3.6156602383252388,0.6268877400788626
-0.1340186242724329,-0.023236318392996728
NA,NA
14.42275193843317,2.500634952522633
7.757287136930364,1.3449682442135678
1.9138411654966978,0.33182419918522205
3.7660702301061475,0.6529660144790284
NA,NA
4.379770901481761,0.7593702122201692
9.742579030412735,1.6891806608864695
2.2252338928493116,0.38581386366141
1.8647250221587701,0.32330838020086833
9.70779739464339,1.6831501769343074
6.98494835430046,1.211059170322713
NA,NA
NA,NA
7.589910105656029,1.3159482030701892
6.426528478329413,1.1142396267295467
5.013551218940395,0.8692558443674363
NA,NA
-1.3829121223736092,-0.23977105092264275
5.8507342880068265,1.0144077025637241
7.3850583006589305,1.2804307383138243
3.6239252258944354,0.6283207340654419
9.301265050075777,1.6126650854277564
-0.4057979568197901,-0.0703577624310216
2.4775433405332903,0.4295595944639312
6.5829414103772645,1.1413586984971982
6.890176851133976,1.19462756737115
6.2034889140971865,1.0755687452989178
2.0958703436582753,0.3633846480671613
6.450374716677762,1.1183741176612783
6.637985586789325,1.150902327345312
-9.823588111399307,-1.7032261176932906
10.550125385843591,1.8291940682301475
19.70111358763086,3.415803963844662
1.425370576858423,0.24713255140244308
7.2100357482359945,1.2500851070544914
8.039795185916109,1.3939498466621416
11.513682914264743,1.996256889848503
7.107110508313821,1.2322397989229474
1.4904331643176711,0.25841318501499283
3.4166645875164106,0.5923856227342165
4.9826251001245385,0.8638938348156586
4.698898237711934,0.8147009129553098
-2.115823759098815,-0.3668441964450168
6.305150857832372,1.093195021541537
-3.3047087664608408,-0.5729745810366955
9.590241266361769,1.6627681468946094
16.66283747346053,2.8890238126681624
18.542834985879512,3.2149801565253266
7.713466157459031,1.337370507430216
3.5258575866286987,0.6113176428727133
NA,NA
-3.809086037947835,-0.6604241495879933
0.6846644260163758,0.11870798317504662
6.980058983842841,1.210211445095631
7.658698032379824,1.3278747407109506
14.309715613073513,2.4810365716237803
14.356371261455395,2.4891257868841112
7.652382748254244,1.3267797887706447
3.22058792420349,0.5583896031294053
-1.2711857487295384,-0.22039979110720712
4.032906575768593,0.6992304372060695
4.876735288302834,0.8455345254627887
11.067927896944006,1.9189713217868187
19.5959115090713,3.3975638945536515
4.1017763811469985,0.7111711710714111
NA,NA
-10.736907102265,-1.861578518199845
18.889569811311944,3.2750974786171443
0.3795645622108416,0.0658093833309383
3.3691134239548983,0.584141141920664
9.176260733687316,1.590991679124192
-0.7838406815540557,-0.13590328765760995
-2.5684780903111877,-0.44532597626569803
2.4676785585115417,0.42784922609401793
4.754110937108223,0.8242737605313378
9.067773504714301,1.5721820263040993
-3.871669576659571,-0.6712749625967153
-6.84894625847238,-1.187478955125517
0.1576177939358684,0.027327972243996086
-4.359839977846686,-0.755914563499961
-5.39001966386928,-0.9345284189724519
-6.54604319226573,-1.1349612388244965
-4.193428276216283,-0.7270618924298267
14.17313578030123,2.4573561876652965
2.557315278439204,0.4433905538404442
14.919367690715474,2.5867388190684624
-4.39724041782076,-0.7623990990336876
-0.7321227706242394,-0.12693637092114968
-2.0204601636184845,-0.35030993578004066
-0.6629431803055383,-0.11494192615148296
4.532389451585272,0.7858314092525592
0.5855188401200868,0.10151799623365511
2.750844115940225,0.47694482818711226
-1.4870299484584812,-0.25782313114976674
-3.603806682726397,-0.6248325556335733
-11.144545508317309,-1.93225538004399
7.556477242149412,1.3101515709569527
4.171225474372279,0.7232123425955056
8.539773776640299,1.4806367663855728
-1.157412222568311,-0.20067359340201235
9.827336401887612,1.7038760010336735
13.694221946887655,2.374321502177203
10.70011645922344,1.8551997100286834
2.1874316507222002,0.37925966316276044
0.9046033724974069,0.15684127558271035
5.102448800022761,0.8846690192870508
2.3182332142654904,0.4019382035021636
-6.779571923940627,-1.175450745358155
-8.248547184514388,-1.4301435319125115
5.0670467902995515,0.8785309741149988
2.495208971186141,0.43262248382495233
6.806176346270185,1.180063453713187
4.7515652804789665,0.823832391368822
2.38839522814926,0.41410298211071755
4.670516568006773,0.8097800632049542
7.5578526488783275,1.3103900407132754
4.257421278664619,0.7381570800418907
-0.5108927179407937,-0.08857922488895169
3.1195832335365803,0.5408772822541251
4.308762321155315,0.7470586548522478
3.611909775465396,0.6262374800899579
5.546415670544583,0.9616445561976278
-1.0615987053916085,-0.18406132474489653
-5.981151878996093,-1.037019669256607
-3.09684655852418,-0.5369351688153821
0.8711175747207633,0.15103546565886053
2.121812624150729,0.3678825534339386
4.574531356242033,0.7931380259232486
1.9822967248382393,0.34369311054934154
2.4915226328801485,0.43198334183220793
