P2_offer,P2_offer_s
4.5419913701112495,0.8012295470271805
-3.1170316734838184,-0.5498596699785545
0.09866488513015298,0.017404969489932115
-3.6793037484276203,-0.6490472208131614
-3.304244854128341,-0.5828849929486539
-0.8339415174038484,-0.14711137247719583
4.935992525151905,0.870733282560187
0.8091584643823844,0.1427395204131414
2.316071124694641,0.40856630207035527
-0.26707678463732043,-0.04711365428490339
0.5556535029292821,0.0980200022804513
7.377555986115616,1.3014370480361117
-9.221307442079183,-1.626683844763559
-1.455154101573304,-0.25669631812395205
5.95864026729334,1.0511333583058795
2.1211115823681252,0.3741744829192162
11.306299501906244,1.9944866668128634
4.601010623783653,0.8116408327458198
-6.8498932454645765,-1.208354753459978
8.484845023902542,1.4967682633291188
8.316349131183005,1.4670447617196676
-0.03732945551296331,-0.006585098978444401
-3.585703701137977,-0.6325357135511459
2.068162300680766,0.3648339700197524
10.814386469801008,1.9077107961046829
2.398724605455134,0.42314678132571937
0.7406645080877148,0.13065685069755947
2.682921091187948,0.47328043482159593
-5.062910552806685,-0.8931222449163467
8.114133636674119,1.4313729570276954
-2.6362817934919063,-0.46505303403599074
6.263769227542665,1.1049596029381876
-2.4372717809410918,-0.4299466920778692
-4.659747559579255,-0.8220023162067895
-5.070480902064469,-0.8944576916427687
1.7071685370578455,0.3011529001677537
3.077940509307618,0.5429637969542747
0.6857545329278135,0.12097046185627822
6.406711505868012,1.1301753216793808
5.888393552328637,1.0387414933671448
3.480413325800518,0.6139619751039309
8.889583184251922,1.5681660592420172
6.9515611745197985,1.2262894746221873
-0.12989566785898182,-0.022914232687521796
0.33846109132622293,0.05970619598138789
1.8840767325496621,0.3323603732316737
0.0038266321989121176,6.750366818285879e-4
0.5931589894599336,0.10463615399349427
0.315262084741608,0.055613777475357944
4.56662651502643,0.8055753073760944
3.5504770201584224,0.6263215543102779
4.386725623469013,0.7738399080530427
-1.437728807555607,-0.25362241082318304
4.288948426798213,0.7565915311596685
8.68422095156995,1.5319391545078858
0.5094014811035336,0.08986091885717565
2.5046796465458954,0.4418377700706666
11.75452505165715,2.0735558514344388
15.480219500159645,2.7307866191939594
8.46520327140368,1.493303361884998
0.7847486430848086,0.1384335082551324
0.35340279660011137,0.06234198605073759
4.852668589956487,0.8560345318552706
6.0124922354172,1.060633109518605
2.273178253751218,0.400999789332606
4.029156496208608,0.7107629608463507
4.399656427918663,0.7761209653575697
5.9807070748056725,1.0550260513443979
-0.23082876159182558,-0.0407193252959733
2.1597554713552554,0.38099145440715815
6.8763456601966055,1.2130210891146402
6.619931390574953,1.167788354756708
4.663683824880304,0.822696692705365
3.8229645628417175,0.6743896928433853
4.87645387079583,0.8602303720143316
7.700200950739041,1.3583532017208104
NA,NA
1.3613569221108308,0.24015003578011224
NA,NA
6.922846210515837,1.2212240141826989
2.4481519062096386,0.4318659995203893
-9.009832416983699,-1.5893786134767223
-0.5424276806560219,-0.0956869023853701
-3.2175340872965066,-0.5675887885374711
-3.321385151045174,-0.5859086253634925
5.746848694855613,1.0137722865158427
7.6047970023014315,1.341523477451784
1.4213164881326275,0.2507271972075268
2.7071197782227188,0.4775492018604569
NA,NA
9.535711017049735,1.6821461769060375
-1.1939616280471934,-0.2106206851697863
-4.853972887210467,-0.8562646162858294
12.833420147920485,2.2638782362274648
1.2203992563127368,0.21528441241926266
17.12130571502486,3.0202822737259494
4.930692236537767,0.8697982856613895
7.768969088792801,1.3704842384430065
8.041439564756578,1.418549366323113
-1.190563784863532,-0.21002128897259628
2.1578381661252646,0.38065323236405885
3.837502493392189,0.6769542550718207
2.4260215605680133,0.42796209804433694
1.9089278906141458,0.3367442393592352
-2.037710612798049,-0.35946214297291124
3.8675327705024602,0.6822517431922295
0.7639477361086958,0.1347641262779013
8.530618394998942,1.5048429104169176
NA,NA
9.850031261699586,1.7375938091713767
-1.2423142530500872,-0.21915032529274733
-1.6856948948020931,-0.29736484438877964
9.802872438511297,1.7292747615417108
NA,NA
2.460815160575222,0.43409985967829134
5.620651381366231,0.9915104616721138
2.5447198627090533,0.4489010605186385
11.650532357654411,2.055211030337187
11.611437042586683,2.04831442507529
3.6637322494794646,0.6463003320517987
NA,NA
NA,NA
2.8482876698078674,0.502451910080878
5.29782804427567,0.9345628422096538
5.747701037667026,1.0139226439668043
NA,NA
1.929267562402327,0.3403322571878835
1.2953660563851883,0.22850892351353544
7.932519777696214,1.399335381853007
5.566852108785154,0.9820200062115011
-0.16729031081163284,-0.02951083104994049
3.435047555258315,0.605959230752354
6.358699780201016,1.1217058178706982
12.046549396658385,2.1250703776851823
1.0447632282615227,0.18430135592928948
5.3103204774457256,0.93676656867113
-2.8824845949169613,-0.5084844153373136
7.376043036624725,1.3011701563279419
6.323036045189095,1.115414560155649
-4.427587536654145,-0.7810481498844634
7.410899855102634,1.3073190700100872
13.606736418005882,2.400295017832687
-0.4488888693717762,-0.07918619745494629
5.881814003615663,1.0375808287147128
5.324419725264274,0.939253745114797
-1.6898390106321162,-0.29809588673975534
4.266216150602663,0.7525814461826441
-4.331383711106524,-0.7640773233714411
0.22949474519737534,0.040483998263322864
12.007038023801671,2.1181003777893808
-1.0757476821752805,-0.18976716551615283
0.5667191598902218,0.09997203842316962
1.5089380159438437,0.26618406432092484
-0.8843647351849638,-0.15600627531833144
14.012026915622952,2.4717902487477104
11.97368405408719,2.112216573997557
13.987588618932726,2.467479213390823
6.211668118639709,1.0957687118764756
-0.15714298648057679,-0.027720793285709602
NA,NA
0.8068140800063314,0.14232595951471183
3.015980399329386,0.5320337297642973
7.490078955547872,1.3212866515429875
12.094904955176228,2.1336005352945633
-7.100469224759599,-1.2525575847792116
10.079090307131896,1.7780009478599104
12.23019082811793,2.1574656265868004
4.989955036176576,0.8802525340826062
5.8247675548200055,1.0275175554489748
-0.3506624990534485,-0.06185858412785401
4.449848193427992,0.7849750388831539
11.626464592897554,2.0509653586300605
8.339222251784568,1.4710796923404714
5.406773082278913,0.9537812810698886
NA,NA
-9.37683686042663,-1.6541199967192757
3.5153998450451165,0.6201337686372419
-4.157764121143387,-0.7334499764467811
3.7535902849583196,0.6621517300833435
4.515989245716249,0.7966426447957392
5.770701307884553,1.0179800044032776
-4.192489682751543,-0.7395757357735511
5.925940653921991,1.0453649861812868
3.0784575804796126,0.5430550108442094
12.858507655358068,2.2683037955432597
-1.940634301397442,-0.34233740567763266
-1.378273426309585,-0.24313419006222822
3.2875148620383414,0.5799337403169894
-3.1738826244387752,-0.5598884564666691
-2.0853614149102393,-0.3678679780969214
-6.364207677705485,-1.1226774379956546
