FRN_N2_offer,FRN_N2_offer_s
-2.6363339082445454,-0.473980535746777
-9.736218719051294,-1.7504528353453421
-0.22819602916784149,-0.041026850135338674
-10.775504326249,-1.937303653958638
-4.758559230248361,-0.8555306466614216
-0.974627598109749,-0.17522610078374132
-4.2614271938070365,-0.7661523974827186
-3.79861632420444,-0.6829446735909686
-1.4378022648929771,-0.2584992309512441
0.7179691971042285,0.12908206491936497
6.113118770668255,1.0990638556609755
-1.9484219110222363,-0.3503023870986125
-4.00082505526009,-0.7192993259279525
2.241983581220727,0.40308117861673626
7.162983740872677,1.2878167141221455
-1.2955029150207318,-0.23291555132783257
12.361554142680173,2.222455978314128
0.722465884307712,0.129890514184129
2.261275991927305,0.40654971768682685
4.140926745040484,0.7444878931930746
7.059988450170708,1.2692994227753829
-8.280364802665197,-1.4887081386285266
0.8698650911452415,0.15639108560530485
9.402840712426276,1.6905155543764319
0.7932335647667124,0.1426136760691304
1.0192091695574763,0.18324132110660904
3.8784700745943943,0.6973013995249844
2.1456390938118974,0.38575962021494303
-2.0754663419152948,-0.3731434191962623
6.204817370014481,1.1155501403115773
1.8787049912096332,0.33776813910367776
8.485334578049338,1.5255591929068375
-6.701973285119218,-1.2049326825813953
-3.8644987531412145,-0.6947895271074733
-6.2781926767985805,-1.1287421214606077
8.0218153739379,1.4422241191490714
-1.8862935228718136,-0.33913246412014225
-2.6466482143954644,-0.475834921619515
10.546262780784716,1.8960888328030996
2.7045108757868475,0.486237919191353
1.9032639312620774,0.34218353562345377
2.3608559610439803,0.4244529760578416
11.115577409794648,1.9984446277282903
0.32985210341293864,0.05930336677153704
-2.756133803442904,-0.4955190890881994
0.9029391312440106,0.16233739278449044
-1.012313705956267,-0.1820016012358815
-0.4044732260223568,-0.07271933034194421
3.3293196616399108,0.5985708835900561
6.407942916459378,1.15206962482252
1.6395765367838553,0.29477577285349355
4.197961250867914,0.754741998541262
4.094961341090926,0.7362238767414045
4.332644956401491,0.778956478621167
