P3b_offer,P3b_offer_s
4.862874943262863,0.7010726594078386
4.134181760540658,0.5960181652117283
1.2127984954725977,0.17484715861853875
5.4573541069159806,0.786777739856647
14.921180794701337,2.1511620231441704
-5.534792556401042,-0.7979419133865723
-0.4717330071747441,-0.06800896953532407
-0.7634194892849409,-0.11006092853328728
2.852699002920607,0.4112689098119651
2.246045963388253,0.32380874175808017
12.763658469798518,1.8401155883295213
3.7985224629628567,0.5476267179396046
-1.2830146217499585,-0.18497010172460931
2.697974149099184,0.3889624828504091
15.3021044025364,2.2060791513639986
9.650260157049237,1.3912620890350342
12.808428458355099,1.8465700037330068
10.869892419723202,1.5670944605989057
12.165485966958771,1.7538780452622256
10.162687019990809,1.4651378246330007
13.45532670487246,1.9398322568946915
11.219114627401002,1.6174412502485438
10.97812946493005,1.582698816872706
9.921682186923872,1.430392555379786
0.6529599103248782,0.0941361532342867
7.02643264535498,1.0129892045967
6.290885409133302,0.9069465728131206
2.678786450579016,0.3861962240042739
4.753032584928285,0.6852368677883276
9.964417585157555,1.4365536472524136
6.261357163194737,0.9026895343020895
10.226648913448868,1.4743591053096767
1.8986064000724772,0.27371895300569804
1.6531252178945832,0.23832833588475655
4.284107391541917,0.6176326961354714
6.300110741086256,0.9082765737038773
4.769971430541092,0.6876789132202221
7.597814750991567,1.0953644202891508
9.830070973286702,1.4171851178195891
-0.020725292109017936,-0.0029879311776264362
-2.2675123034219595,-0.32690350859267325
8.14211411023064,1.1738351611056275
3.7194907902242833,0.5362328520411933
0.7960196315086561,0.11476083726475028
5.617002698465013,0.809794013964839
9.616171738627918,1.3863476179790284
1.110242080464878,0.16006176943052208
5.4862887558744395,0.7909492004701763
4.779935009047097,0.6891153458988173
2.1232439558516805,0.3061045788896598
14.364080051970637,2.0708457279851933
3.069968040870231,0.4425922286345795
6.938598960374273,1.0003263671119882
6.086089588471938,0.8774214971527673
4.945472204501788,0.7129805703190172
8.811946466305416,1.2704037870130978
8.274186110001237,1.1928757634638607
-7.520353421489738,-1.084196948184948
6.199777236447744,0.8938116578371672
13.858198127910203,1.9979135654300453
3.3573770172912263,0.48402750669294436
3.8265179593323,0.5516627824734788
6.563399510630579,0.9462344813223703
10.149855820490513,1.4632879717657112
12.408394948662561,1.788897832483581
18.793731293647117,2.7094612409244685
6.877817152330778,0.9915635541040768
4.948598147599708,0.7134312323792975
8.435443511293604,1.216123977019067
-0.3272495246035796,-0.0471790241740915
9.145876683432746,1.3185459556087418
3.4611179234585796,0.49898366201766375
2.0045133265392745,0.2889873799042046
-2.3862349790985613,-0.3440195609155739
10.23957172017504,1.4762221650396175
14.009384276820164,2.0197098231415005
NA,NA
11.000071151226694,1.585862113593958
NA,NA
6.07657845323187,0.8760502924735312
0.2382324286949595,0.034345576287902364
8.283442496632537,1.1942102414563707
-5.393382090482707,-0.7775549997673318
2.8787654933026605,0.41502687273447314
-1.4795549801735448,-0.21330500101127295
6.218168802478215,0.8964631395754588
8.989319754370806,1.295975401381712
-0.6569146414110864,-0.09470630029177828
2.020691931845259,0.29131982274505747
NA,NA
14.334365950170945,2.0665618949412266
7.898539433523623,1.1387194017337001
4.42217792091741,0.6375380966124529
-3.4661720431387457,-0.4997123061153386
3.3558781191195344,0.48381141301591785
