P3b_base_offer,P3b_base_offer_s
-0.7233236240830996,-0.13597453391597783
-0.4382753520572765,-0.0823895207327042
-0.5596682815786658,-0.10520966162508807
0.6636906819562945,0.12476439056968608
12.557372836485092,2.3606071498282146
-3.9859850584346956,-0.749308390423098
-3.11446354607741,-0.5854747653417257
8.01138479133033,1.5060261779830169
-3.9553282184526326,-0.7435453413685592
-5.337814591140487,-1.0034330789074968
10.596576928343211,1.9920054605747777
-9.163105029443072,-1.7225331706552034
-8.096070775705156,-1.5219459362643526
2.505199582117299,0.4709418221708283
4.731436342794526,0.8894426091504126
14.915937751399147,2.8039837441189777
3.192107450036177,0.6000707128549752
2.4664371602878803,0.46365503923408824
2.688705157846626,0.5054382554408023
4.339119398420055,0.8156926141515894
3.9366650054127805,0.7400369232691429
-5.555086076625933,-1.0442770220450732
-0.4372754189061621,-0.08220154754941121
8.990112368578298,1.690013015570002
-0.6397731227220761,-0.12026823026052547
0.44589800745041824,0.08382247132324855
-6.917480733721621,-1.3003878033610194
-3.0519323314099003,-0.5737197880583655
2.841006935083618,0.5340688192505029
-2.4551688897516577,-0.4615367649469125
-5.701264847922657,-1.0717565479912612
3.7844954832209945,0.7114312215232975
-0.9121713629768541,-0.1714752177346698
3.643425020372702,0.684911984771666
-3.412845396012482,-0.6415663011675312
-1.2048447984017223,-0.2264936529778584
-3.239486339430118,-0.608977268908587
6.535236106030643,1.228531260367484
4.471679629539657,0.8406120486096176
-7.889275459048545,-1.4830713635804675
-4.2186514018269055,-0.7930463474693564
5.417191082106696,1.018354728088661
-3.5346943931992993,-0.6644721762820198
1.632029049065378,0.30679820469752345
-4.6561772541080915,-0.8752949729245793
-1.7365553406429375,-0.326447658007224
-5.154141566921026,-0.9689051677075302
2.907574413770603,0.5465825566524831
3.75501315317453,0.7058889635998034
1.0605872539213546,0.1993752902955303
7.3605225652383846,1.3836733543094455
1.3071880644270115,0.24573272859199716
-3.690069070303968,-0.6936804014778081
2.9142241564403393,0.5478326135151008
3.0694281730511124,0.5770087569699606
-0.6410029312067975,-0.12049941673079717
-8.667953506747468,-1.629451740331857
-1.92628030517449,-0.362113247745296
9.778031623363495,1.838130607565771
-3.5777765730499396,-0.6725710121698991
-1.7545492903246647,-0.32983026413236183
0.5328576211199266,0.10016963951261001
-9.85361797168023,-1.8523397639386285
1.387386505390621,0.26080889265982804
6.227357164768424,1.1706544067063829
7.191488552234239,1.3518973686110365
-6.046793142624407,-1.136710943593105
2.32125812644915,0.436363449683675
7.08048397258545,1.3310300894599976
-3.098011465512423,-0.5823820086387935
3.692552614075442,0.6941472723161748
-12.0606090112134,-2.2672226295959867
0.8563169153333485,0.1609753775074308
2.5034962719078693,0.47062162412374375
6.560810061842203,1.2333387996294192
4.468369430172154,0.8399897782990968
NA,NA
-2.1353910108085254,-0.40142308056248405
NA,NA
2.465439468435361,0.4634674873829925
-4.702288281938268,-0.8839631890713182
-3.4525518352849436,-0.6490305459312495
-10.052274271627992,-1.889684317462801
-2.891233981088218,-0.54351078816049
9.741893772491151,1.8313372065686435
4.209691834638102,0.7913620765123132
10.067668493360074,1.8925782117797085
1.5225886804486315,0.28622497493039323
-0.7673971494701175,-0.14425972863795372
NA,NA
12.790925241820513,2.404511673893353
-0.277867092496405,-0.05223505376404775
-1.6885382387166221,-0.31742112709209847
-8.448471759590838,-1.5881922994964799
0.5216240718319184,0.09805789232531838
5.059814634648824,0.9511730486056618
1.6080293868539028,0.30228661019861164
1.2724650169909,0.23920529047983446
-7.660163845877267,-1.4400016451605928
-1.1123644897031286,-0.2091086727933147
-3.1755527040227833,-0.5969586565107322
0.08874371157441706,0.016682553171965823
-2.5497150245671056,-0.4793100910032598
-2.1486057417881157,-0.4039072616758171
-4.659714083023524,-0.8759598463606241
-1.980168107814259,-0.37224338673665985
5.7306336321583435,1.0772774609203648
-1.0744341312369539,-0.20197830591190402
NA,NA
12.869873799057677,2.4193528776315416
-0.5038395416053633,-0.09471465407351114
-7.2820138927963045,-1.3689148426443438
5.256261106307308,0.9881021859016558
NA,NA
-3.8607035916340022,-0.72575725993413
-3.081807904524936,-0.5793359700750101
0.19591820184555325,0.036829830099044336
3.972564820679836,0.7467855769645001
-2.3682005333186438,-0.44518795324259697
2.041457770731714,0.38376496998320797
NA,NA
NA,NA
-3.830707880349623,-0.720118493653626
-13.188359168296058,-2.4792235886098295
0.8573618894934448,0.16117181775857486
NA,NA
4.635600444044297,0.8714268258535517
-1.9971019861873032,-0.3754267145618547
1.93927011870197,0.36455514758272156
-17.65181837346819,-3.3182903145799676
5.595791621296149,1.0519290843862483
6.161287532138328,1.158234257268757
-2.9984009607604176,-0.5636566532019951
-5.227433938301272,-0.9826830891056577
3.4706110146372686,0.6524254143049325
5.994375607276129,1.126857193901131
-6.486259838547557,-1.219324419995861
6.159157708570436,1.1578338807881263
2.3706851029333973,0.44565501692488185
-8.104396058803218,-1.5235109708509287
6.388902141814016,1.201022560363864
12.049735422353777,2.2651785498397707
4.64167644723836,0.87256902787057
5.4617144239900846,1.0267244819020382
-0.4786119657496199,-0.08997222930733126
-1.8362223817501218,-0.3451836414731491
-0.2574071161169558,-0.048388869760789065
1.129815358577503,0.21238918746560928
-8.085580824746026,-1.5199739749665626
2.3078339747629233,0.4338399004617539
-6.415684423935082,-1.2060572477532527
-3.689614544244897,-0.6935949570557305
-7.119647113767763,-1.3383922019248033
-7.231996593289077,-1.3595123030869607
-4.109290321355479,-0.7724880227436849
2.850318268037582,0.53581921715871
-2.191357438196687,-0.4119439713859993
0.24510604398739005,0.046076443491558886
-4.354107019188879,-0.8185100732814963
NA,NA
2.5006095705833284,0.4700789654104235
4.418638019174234,0.8306409817075324
7.544908740719159,1.4183353277840844
8.159441664725955,1.5338587603607137
3.621262994168533,0.6807458396556877
-2.648229623516478,-0.4978294317658967
0.9196181703441673,0.17287511140220493
0.020167571932801734,0.003791216134072545
5.1725140550277295,0.9723589336623649
4.918158214167634,0.9245436601689823
4.092807884325998,0.7693895594580095
4.032170794496714,0.7579906506528258
2.2939143280395204,0.43122320523368224
1.3050568004613483,0.24533208133711132
NA,NA
-4.555006077500681,-0.8562762334186464
-0.5644210756901238,-0.10610311919039754
3.468869852756874,0.6520981006830955
4.001713519460625,0.7522651169643159
0.33394064698989195,0.06277608295679553
-5.23999783572107,-0.985044922784173
2.47121872864185,0.46455390594695495
-1.300974168021801,-0.24456460461627091
-7.464475048779795,-1.4032149398851541
2.0712310437278614,0.38936192103528533
7.563486882329194,1.4218277536669686
-0.0014378401054353869,-2.7029345050095567e-4
3.0851376522655807,0.5799619152011158
4.651833099200416,0.874478333706444
-3.4909630892943175,-0.6562513143219869
-1.3555009485677711,-0.2548148623485212
-2.0855380471588836,-0.3920514338045296
11.341272003162238,2.1319975226844594
-1.4785419649506606,-0.2779448200855154
5.738267052127824,1.0787124350978647
-3.885905986894957,-0.7304949511073149
0.9509553420357406,0.17876605312335786
0.6610611009142466,0.1242700668054927
1.5434900091174577,0.29015412687475417
5.053864252538317,0.9500544615622429
2.6828571935869534,0.5043389214938788
3.9716716436441573,0.7466176724096271
-9.370975044957465,-1.7616097714098187
-3.017723338490145,-0.5672889848699655
-3.985295742715567,-0.7491788088906985
3.819101066349281,0.7179365780194636
0.5449666562842003,0.1024459655689053
3.7990064525542158,0.714159076975627
-4.019980149991267,-0.7556989832033287
7.065836828574539,1.328276635108761
1.7222149643819362,0.32375187162150876
-1.663826017380925,-0.3127755816318497
11.324254078908254,2.1287983954313074
0.027081610113382323,0.005090956786499672
5.2196086072709615,0.9812120383834675
10.537508177502184,1.9809013771504473
8.020271859503248,1.5076968201581897
-2.5218007506489974,-0.47406260528698846
1.107088657178812,0.20811689145972137
10.511812693589471,1.9760709923372792
-4.186399552292294,-0.7869834593479349
4.128896229258841,0.7761736540439741
1.4578609082889227,0.27405707613959573
-0.44639199591345224,-0.0839153341149292
3.385891444213792,0.6364993423250539
-4.7534516083552605,-0.8935811653567747
-0.7523170631523762,-0.14142488730249084
0.379519546406615,0.071344266544672
-1.6031210052366887,-0.30136390439935273
2.480522589693881,0.46630289924407364
2.134692823851688,0.401291831363811
6.9951953629512955,1.3149970462173597
5.515295215073145,1.0367969070956766
-7.309789735295086,-1.374136305226439
0.3728120818837651,0.07008335879620935
1.9588605232714327,0.36823786447716117
4.155126367329568,0.7811045462199899
-4.8174295848965025,-0.9056081132559398
2.192048984922003,0.41207397231577003
2.237306895536474,0.4205818145829358
10.979675659971933,2.064022562937569
19.76648495134639,3.715817497076152
10.734245521902729,2.017885194376992
3.287072868638465,0.6179228582884254
1.5148645094802813,0.2847729408583137
1.4941070923923205,0.2808708422404055
3.201182688673337,0.6017767283959834
2.133579271915886,0.4010824994680723
6.637873052582663,1.2478255437356802
-10.053294889179783,-1.8898761790186671
-1.0820543710349337,-0.20341080240498036
2.047930445505513,0.3849817406046192
NA,NA
-0.6074222659816344,-0.11418673019526732
-1.2477001038113023,-0.23454983970379487
2.478804202898302,0.46597986701363536
-4.086668604208778,-0.7682354622811381
7.330828327120592,1.3780912606882465
5.094445924575751,0.9576832376136486
10.239633044040659,1.9249050968009238
3.8016265925082067,0.7146516259498018
-1.3992512158511414,-0.26303928915346164
0.36330536377098815,0.06829623126239756
NA,NA
-3.994269909522134,-0.7508658243678358
8.152607551359235,1.5325740444343583
15.07990899099244,2.8348080005610172
12.498841943372195,2.3496041759922632
3.294910058317085,0.6193961382675114
6.37145492946839,1.1977427330668684
1.8401310104669797,0.34591840797368895
7.618511253990647,1.432171551438222
-1.8347344114869417,-0.34490392426735034
-0.5936295050382614,-0.11159388768571009
