P3a_base_offer,P3a_base_offer_s
-0.3470649363597233,-0.07260981725742674
-2.7980513761800183,-0.5853832462370862
-0.9717038908399022,-0.2032911843018543
-5.604221140068322,-1.1724649488325312
-4.583870587670244,-0.9589963457370307
-1.8307568474465774,-0.38301454917963657
-2.9821042749140823,-0.6238891451128187
-1.2497760589722828,-0.26146695257232405
4.947010199308085,1.03496916257217
0.28883518832632243,0.060427510948992916
-1.250336448703375,-0.261584192292344
-7.078010148331523,-1.480797884128192
-2.8545139699098137,-0.5971958443508625
-1.252916116428872,-0.26212388726728975
6.400958372626143,1.3391511760988037
0.75818967030513,0.15862165156973454
-0.6414934620295217,-0.1342075161448174
NA,NA
-8.217665883679357,-1.719226448960844
4.237563103950686,0.8865449959363295
6.27619195488385,1.3130486637356937
-4.117149361086129,-0.8613531112233889
-3.378280065370103,-0.706773495368855
0.31668147567452665,0.06625326176340318
12.604406926590535,2.6369811170708384
-4.053624051602868,-0.8480629149817832
-3.6591441033796097,-0.7655333536476987
-0.7020792153713086,-0.14688272478067657
-5.3391586940284474,-1.1170109580876586
-0.7473730820996893,-0.15635870187166465
-10.406742282782993,-2.1772054052006498
-3.692114507275013,-0.772431126228411
NA,NA
-13.67119353261259,-2.8601646553688345
6.750890481875588,1.412360837586396
-2.7270082685237544,-0.5705202436000971
1.8506389146173994,0.38717409718559526
0.2482637267768667,0.05193951317004308
1.4770517477103404,0.30901553641780316
-1.9527147712703379,-0.40852949360133434
3.290670575992101,0.6884446227363288
-0.24159269036259498,-0.050543858685212446
13.7889592582422,2.884802545634682
-9.080867545149923,-1.8998177687094977
-1.5420758692964187,-0.32261930070241024
3.1831024495222504,0.6659401828248183
1.9292706681705183,0.40362472834415547
-0.7011020366868211,-0.14667828820908657
-10.589362015827662,-2.2154114699879894
-7.2627001812102066,-1.519437078502728
9.293973140121023,1.9444018124613243
1.7640361460318996,0.36905584165988353
14.916652998485498,3.120728528997467
-4.208698994440492,-0.8805063054860177
3.162838727267873,0.6617007883608365
1.648466082856887,0.34487730822581353
-7.190455846384996,-1.504322765877076
1.87622604546965,0.39252720751362374
-0.6086502537772888,-0.12733635429725318
4.38427880861279,0.9172395415047947
2.140721699651331,0.44786261914278924
-1.9182409200982915,-0.40131718324807075
-9.222110008560122,-1.9293672517681195
6.983695821259171,1.4610662854097816
4.459582620886439,0.9329939305978778
7.154923171691803,1.4968889379508052
3.42550557780183,0.7166535940717731
9.249495755380615,1.9350966524184725
13.348862387156114,2.792729420298837
15.583713632381212,3.260284979830026
4.903714600275788,1.0259112451496863
5.09389605221649,1.0656993050326755
4.092897417526175,0.8562793368211239
-5.266093287770119,-1.1017248682512655
-2.9155277158982225,-0.609960593774635
-8.135516706357398,-1.702039933907612
4.590481780600449,0.9603794803041545
4.177931043017241,0.8740693102837364
6.242261456282188,1.3059500287402919
5.037616709292763,1.053925045011132
8.57840132229651,1.7946962862512377
2.0138625679780833,0.42132228791588827
8.008027185631606,1.6753677183296545
9.976212669738258,2.0871338558964356
4.92943281987682,1.0312917806915476
2.714222077214573,0.5678452311827784
-1.3245291210793786,-0.2771061186487367
-1.9917809032069314,-0.4167025598022096
7.533131644893438,1.5760143270276143
-4.544473390115632,-0.9507540169529725
-2.714976276008464,-0.5680030178989319
-0.6522559546730999,-0.13645914845397886
4.5181836069370105,0.9452539039990133
6.127929603945878,1.2820305426870013
4.061626518593274,0.8497371194458715
4.977608921931436,1.0413707532407515
-2.764961905279714,-0.5784605635241146
-2.748763310249067,-0.575071638565751
11.216787955594352,2.346675905130495
14.020608482493294,2.9332661214055955
5.861175854955282,1.2262227126881067
18.056530456977587,3.7776255663735587
3.6511593604998454,0.7638628572632805
-3.3799018405046724,-0.7071127886359561
18.36474425315857,3.8421072960799654
-0.7943765565825419,-0.16619234778375602
15.633239478686203,3.270646333781373
-8.158247217163444,-1.7067954077768717
-10.892857017459141,-2.2789059757659045
-1.9142447752898764,-0.40048114562549597
NA,NA
29.203994581264755,6.109798160464928
1.4378117475187822,0.30080609505799577
11.45338498018061,2.3961746153691266
-11.073627331206161,-2.316725121613396
-0.5298593947870864,-0.11085243652428453
3.3192045530293965,0.6944142458277212
16.64549339551065,3.4824210313052886
8.419462750142234,1.7614445818286482
11.049699524255315,2.3117191601691345
-9.937634273293531,-2.0790628293464275
NA,NA
4.312161160562601,0.9021517331514547
7.758468356754424,1.6231572554986633
13.44998440037585,2.8138852621352415
-1.5103125423767294,-0.31597406195453487
3.129451255251964,0.6547157605237117
-1.284904916341313,-0.2688162974551035
10.094694712335865,2.111921607582138
19.408580170114423,4.060489296785291
6.868533238677514,1.4369730014155713
0.8342840038322735,0.17454142643862208
9.42492887532041,1.9717991983838938
-9.460524079225337,-1.9792461081117574
-7.218961315399243,-1.5102864247752381
-5.726750476554864,-1.1980994390932822
-2.132586480996882,-0.4461606415646322
-8.817201866652402,-1.8446559971587195
1.344057392349415,0.28119164864535134
3.562428219575021,0.745299322740978
NA,NA
8.912949297306735,1.8646874169719658
1.0226637477308724,0.2139525491032897
5.635247584191772,1.178956023562179
1.1548719580098992,0.24161196664336018
-0.8136613679149498,-0.17022694327293778
14.961730206433467,3.1301591786790715
27.32044439673424,5.71573866218072
6.270068518879513,1.311767573303667
12.887362260553571,2.696178497556937
12.202279241325385,2.552851564695109
2.4675334622172844,0.5162352487906778
0.954738348906653,0.19974180558222
4.629479368126227,0.9685382062573645
6.81947186121924,1.426708819475997
14.81044806332017,3.09850928376032
-2.802618624708719,-0.5863387650645325
-7.546704934318033,-1.5788540090624497
NA,NA
-11.421465611973156,-2.389496731060717
NA,NA
-1.6629975937669061,-0.34791746077685426
-2.477413841822159,-0.5183023333111388
3.9555586216139234,0.8275465441105178
21.247343806586123,4.445178954646407
-5.917646454769181,-1.238036985763087
1.7785397177468985,0.37209014902279886
14.167704213951623,2.9640401727763934
NA,NA
2.5737312382294073,0.5384529962539167
-2.2297124853399066,-0.46648047421687544
-8.262086123015163,-1.7285196535540068
-0.8566678454168141,-0.1792243732785417
1.0265185564735697,0.21475901766016942
14.790668371398416,3.0943711537869767
5.4203695757376655,1.1340011713372882
6.869737954121083,1.4372250411898055
-11.81876520357612,-2.4726161929266124
3.1353345056871573,0.655946601482351
4.276249774167728,0.8946386745551522
13.659392831590441,2.857695818402142
8.380782127527313,1.7533521684349718
0.6083034299065676,0.12726379491358936
3.758565462778529,0.7863333999247972
11.699440838335496,2.447652218042385
6.63445650536955,1.3880015639434478
16.844453514027926,3.5240456851772146
10.19854520560501,2.1336482775749563
9.490908711434653,1.9856029087015636
12.132440991534127,2.5382406316284913
-10.21034561722229,-2.1361170539949543
-6.692770693660196,-1.4002015360861546
-9.712901948011583,-2.032046345221837
-7.205574365963952,-1.5074857271238815
-4.0858044577907355,-0.8547954113182873
2.377318082691895,0.4973611951629772
-3.9807279049853483,-0.8328122361313486
-6.456085837503585,-1.350684450513098
3.1726442407914957,0.6637522100703679
-6.964497745529128,-1.4570498359664192
-5.825956511783103,-1.2188544371760912
4.987756218463699,1.043493679729934
0.4121334644684491,0.08622287187694436
13.24520115001334,2.771042344777574
14.672380912039015,3.0696241110634523
13.118505429493315,2.744536200968445
12.93027901766201,2.7051571570654716
-2.794040253957112,-0.5845440751740072
21.373448532067446,4.471561455767195
12.321575857901738,2.577809734252348
-6.259321817266625,-1.309519244652503
-3.2752540411616473,-0.6852193134079851
-4.480785193095604,-0.9374297428399396
10.325929741602804,2.160298529188491
19.63125913878282,4.107076196031507
-1.0930361545159637,-0.22867523371160944
-4.698407852146775,-0.982958806278382
21.429486316658505,4.483285179118062
-0.0822837875969708,-0.017214677009239697
4.637214953410957,0.9701565761215023
NA,NA
-7.381920706460045,-1.5443793289141983
3.561157537214458,0.7450334819592486
-0.6586598459936794,-0.13779891323517748
NA,NA
NA,NA
-1.436362703410624,-0.3005029390290552
-0.3271383372000935,-0.06844095266765131
NA,NA
-4.780212049351119,-1.0000731476814602
4.271065522469581,0.8935540718512109
3.319108912518455,0.6943942367766925
-0.2704021279327571,-0.05657111116193793
2.2360285136558944,0.46780185708725935
NA,NA
5.896875645870136,1.233691503173381
1.2641987508240466,0.26448433897470996
NA,NA
NA,NA
3.3032788784636393,0.6910824188444205
6.05449147740379,1.2666664756513675
3.595694501379298,0.7522589962475492
2.31469082963834,0.48425888224352964
-3.328949208783306,-0.6964529354197879
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
7.234831626500107,1.513606669110315
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
4.622633523923448,0.9671059800528096
NA,NA
NA,NA
NA,NA
5.710359866784678,1.1946703425310254
NA,NA
6.0822088848918465,1.2724652633758395
NA,NA
NA,NA
9.666840917337426,2.02240986896175
NA,NA
6.157256474387832,1.288166047834417
NA,NA
-12.581932456298834,-2.6322792097045853
3.2477400244524084,0.6794630772804469
6.826886346690977,1.4282600117134137
NA,NA
NA,NA
NA,NA
NA,NA
1.1370893144116017,0.2378916412323021
NA,NA
NA,NA
NA,NA
NA,NA
1.658790094034953,0.3470372053703238
NA,NA
NA,NA
NA,NA
NA,NA
-0.3088479955628929,-0.06461441122044345
NA,NA
3.3334914609769153,0.6974032247379036
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-1.328756663871722,-0.27799056728483246
2.796395347069742,0.5850367866600071
-2.530891976579506,-0.5294905496510758
NA,NA
NA,NA
4.0387591209014255,0.8449530073284865
NA,NA
NA,NA
12.147354975084049,2.5413608016793714
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
1.355576124189732,0.28360149454547373
-0.23702058975067397,-0.04958732474837572
-2.870346864948256,-0.6005082608325026
NA,NA
NA,NA
NA,NA
NA,NA
9.19868274419465,1.9244660093601131
5.974424900679539,1.2499156636409317
5.1121723597683015,1.0695229103942443
-0.39093269034288813,-0.08178743581382839
11.121578455476298,2.326757026325701
NA,NA
NA,NA
NA,NA
7.261215034121027,1.5191263693314796
NA,NA
NA,NA
NA,NA
-2.4664286469337013,-0.5160041092330908
3.747966384741788,0.784115955755942
NA,NA
-5.353620278960249,-1.1200364813518773
-5.031739783745337,-1.052695527288858
NA,NA
NA,NA
6.489987900608943,1.3577771364886655
7.288493210465854,1.5248332650504435
-2.2640734364087174,-0.4736691646218082
NA,NA
-1.0934675664578875,-0.22876548985385856
NA,NA
-4.558611045059645,-0.9537117704866492
-1.1613607772289674,-0.242969499278765
-1.164963890199239,-0.24372331030062552
NA,NA
-1.9857927122505172,-0.41544976412769313
-1.7400810863729566,-0.36404417864814154
NA,NA
NA,NA
NA,NA
0.8994274476232629,0.1881701542461486
NA,NA
NA,NA
NA,NA
NA,NA
2.8769244492824915,0.6018843641102164
NA,NA
NA,NA
NA,NA
3.9973795511739123,0.8362959443949047
-0.8891584079878198,-0.18602175775539515
NA,NA
5.893099657148123,1.2329015246352226
6.071051161237475,1.2701309443747604
6.714855181525151,1.4048218548222318
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-2.22380167301796,-0.46524386700716686
-5.923971278172814,-1.239360208662929
1.4116761427103643,0.29533823792164526
-3.695172647924887,-0.7730709230228204
4.234312803811497,0.8858649972547754
5.382356802914292,1.1260484794949397
5.098505339236516,1.06666361877673
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
11.47306153183596,2.4002911672597804
8.636580937633601,1.8068681042459978
NA,NA
NA,NA
NA,NA
NA,NA
0.13001924156625233,0.027201461112999918
NA,NA
-3.1507018390923944,-0.6591616173292174
-3.2808272531090514,-0.6863852908912839
0.8177258679037913,0.17107728155409074
-0.32552178244623875,-0.06810275156184338
-4.274587261149039,-0.8942908584728327
0.07811477364558313,0.016342473252994583
-0.9263822988735289,-0.19380940678491376
-5.634725581556559,-1.1788468148465183
-14.327555376813851,-2.997482801252649
-1.8387432059293818,-0.3846853835660515
0.3223914924227736,0.06744786032174711
-2.031176880666365,-0.4249446333288834
7.927466784641147,1.6585135928295218
-0.8996850824143944,-0.18822405428946448
1.0526610995466925,0.2202283263581141
-5.04926016021106,-1.0563609835196164
NA,NA
2.704295055359188,0.5657683885884494
-0.14290483443273436,-0.029897269433778014
-6.556326688658188,-1.3716559435149744
-5.30877762546142,-1.1106549030511716
-1.8583265665429642,-0.3887824388616769
-1.103417807477009,-0.23084719015364602
1.4960679612458787,0.31299393828180627
3.7708144261677647,0.7888960183287591
0.15050098723744865,0.03148646848337063
4.383004556774782,0.9169729539489668
3.8968320968985144,0.815260306634399
-2.5894040782459906,-0.5417319274575272
1.0610799448862154,0.22198964177082323
2.7751606618616886,0.5805942560239603
-1.4326615000009124,-0.29972860640407006
0.44320541190500884,0.09272346640217913
-0.12319713884085007,-0.02577420188768471
-5.620665256536773,-1.175905239586929
-0.5640995882955677,-0.11801586311409396
-1.4090501313558264,-0.29478884734774036
-0.9975845996656506,-0.20870571438386332
10.683356170848839,2.235076085177696
-2.1010927509112904,-0.4395718054515557
1.488104659260975,0.3113279275693606
-9.40934115404884,-1.96853807496169
-4.131794435679913,-0.8644170225511348
-1.4520509895283935,-0.3037851017276022
-4.042393739180536,-0.8457134096088632
-4.886614370807074,-1.0223336883103045
-1.4413655699044465,-0.30154959394525005
0.341506025928797,0.07144683180930411
21.935977005958556,4.589248624398364
-3.313335479247746,-0.6931863707815531
-12.30430196452058,-2.5741958450047457
-5.105351480901655,-1.0680959072136955
4.51614562144296,0.9448275349285783
2.186131859884287,0.4573629261191411
1.808704732226001,0.3784010031582483
-5.134328127101892,-1.0741581415822852
-5.400457226854439,-1.1298352880626994
-0.04755270074432096,-0.009948550110989952
3.033549654343579,0.6346520865908454
-0.32183149859930077,-0.0673307034299731
-2.4235196911173666,-0.50702708184101275
-1.728227171021669,-0.3615642086561574
-1.496818737921098,-0.31315100905294374
1.054510067531632,0.2206151508783593
-1.4544661725002028,-0.3042903846757032
-3.514898738077738,-0.735355630352874
-3.9269834088373723,-0.8215682940471148
-4.345264781560335,-0.9090773762210653
NA,NA
0.3112699528431727,0.06512111142868385
0.5377293142303825,0.11249891057782051
NA,NA
0.4066874211198754,0.08508349946881925
2.5230049740034155,0.5278405016175134
-1.0605768865874656,-0.2218843964195493
-7.763164481704847,-1.6241397366966914
-4.936366307795462,-1.0327423429292937
NA,NA
NA,NA
4.650338744314181,0.9729022181019417
-4.825625715982298,-1.0095741882350409
-2.7431312409146793,-0.5738933474671446
-0.11328370152248275,-0.02370020132851114
-0.10657083506204397,-0.02229579553610124
-4.134106576680723,-0.8649007479810302
-4.3379174067959605,-0.9075402242847196
8.366309093659122,1.7503242499268323
0.3900323622766882,0.08159907724023065
5.260637659458735,1.1005834905630754
0.14464581172706353,0.030261501109027245
-5.540041927855668,-1.1590379489190152
-2.8291453088364666,-0.5918884403131002
-3.1708564099296925,-0.6633781761114081
-3.435368849828374,-0.7187170994979315
4.210784897590573,0.8809426994592398
-8.323719621621358,-1.7414140620692287
-0.8855067271273583,-0.1852577857945811
1.2347885683468647,0.2583314040295261
-3.1899428614838206,-0.6673712725445251
-1.9853844673040375,-0.41536435477671957
-3.925742205843433,-0.8213086206744181
3.244024384819075,0.6786857244380635
-2.39593969200091,-0.5012570414652535
1.268316523376335,0.2653458224644146
-2.675178180806235,-0.559676816899957
-1.285859224429975,-0.2690159492454912
2.680060286856153,0.5606982073977527
-0.9646183307016165,-0.2018088068764546
-4.323431192423418,-0.9045095482695198
-1.14747204684135,-0.24006382351111175
-3.6307607362015792,-0.75959523980202
-0.11324975268294414,-0.023693098856389195
-7.603500405205931,-1.5907362487535992
-1.8868342384571828,-0.39474655863083924
2.490017676313356,0.520939194668404
-2.4031190245984018,-0.5027590371246302
6.4036498944647615,1.339714272189398
16.93221253845427,3.5424058421931406
-4.331062359923963,-0.9061060727801408
-2.2098350750342393,-0.462321900478532
-2.8214101620121963,-0.5902701621797324
-3.5482227908143917,-0.7423273901764518
1.0243238371584773,0.21429985814359112
-3.8589203522406104,-0.8073287509999011
-0.7214111961791705,-0.1509271886450067
6.578614208598932,1.3763187388033506
-1.2993914504362167,-0.27184704035975177
0.6513329405823931,0.1362660437135369
-6.7136193101657815,-1.4045632968863633
-8.72590352596922,-1.8255553760978782
-5.608431204985827,-1.1733457409042058
-2.8324836821764214,-0.5925868648808299
3.69684105014532,0.7734199711911781
-6.374078405420813,-1.3335275901291692
3.806422178943305,0.7963455534189298
3.1259342617458765,0.6539799666447591
-4.645904503750304,-0.9719745260095177
-3.1899313657378983,-0.6673688675075329
-6.325492715900764,-1.3233629273592018
2.849196059871299,0.5960832788461531
-1.4705029094757305,-0.3076454471415686
-1.9380653823389569,-0.40546467966652056
-6.5906412256550455,-1.378834923583513
-10.996552982878251,-2.3006003168260745
-4.516467813718029,-0.9448949411104298
1.2039315375458035,0.25187577243772047
-9.47007916917714,-1.9812451384446852
-9.117246359524627,-1.9074286184008975
3.625546179885407,0.7585042970373399
0.15369401072022632,0.032154484255908534
-4.671021269438788,-0.9772292307511347
-2.500062332653389,-0.5230406476959364
-3.7865473584861804,-0.7921875215055006
-3.9059283208492785,-0.8171633371327408
-4.69826385387116,-0.9829286802489783
-5.4903757108240905,-1.1486472278615796
-0.68271008149669,-0.14283048808450682
4.932121414833139,1.0318542644460438
-1.8492579179298547,-0.38688517742848155
-0.23000628477919643,-0.04811985469072933
-4.363866597943836,-0.9129690816247545
-2.55836863200025,-0.5352389693844875
0.2956472442609568,0.061852668274734714
-4.738983578153162,-0.9914476962288135
-1.5761947056495893,-0.32975733803520507
7.784794075360729,1.6286648865409217
14.88112041896416,3.113294720982199
-6.413086131466423,-1.3416884371726858
-2.119173379076205,-0.443354472524536
-3.187034131195396,-0.6667627340476406
-0.22575349943253148,-0.04723012503352089
NA,NA
-2.5057735676432236,-0.5242355011238732
0.4060628848557826,0.08495283958573786
3.077488321902541,0.6438445410503886
-8.879892121081552,-1.8577714906616534
-4.025481601342973,-0.8421752036157775
2.4318582677054734,0.5087716041445334
NA,NA
-1.2392536869122543,-0.2592655561408464
-0.8056800298372078,-0.16855715921070127
-8.801000364682533,-1.84126646403657
0.1699341760509644,0.035552106180103966
1.6436280015173057,0.34386512818357656
-4.403744561043051,-0.9213119918697448
-1.176511552961957,-0.2461392088691928
6.829763423237019,1.4288619278978454
2.918763206085811,0.610637494050771
-0.24206146313356125,-0.05064193112546564
-4.728199702111176,-0.9891915902765724
-6.830546110410295,-1.4290256746975578
2.895966436297943,0.6058681580708289
-2.0800033747750826,-0.43515967507795883
6.00684371862985,1.2566980383508737
-0.7082737840422325,-0.1481786969520577
-1.7111698258554355,-0.35799562368641746
11.390477496902975,2.3830136751922733
1.725442638365914,0.3609816536755179
0.013523397476108472,0.002829244088264904
3.842709322310984,0.8039372245233548
-3.966069631108678,-0.8297455633678655
7.160295534251879,1.4980128955243337
-11.411205739289937,-2.3873502523975976
-3.882123584147387,-0.8121831233436013
-5.146186951780692,-1.0766391386597978
-7.650917417300969,-1.6006564113007755
5.563402842600415,1.16392531025368
4.549571484617061,0.9518205946199431
-5.343968039497526,-1.118017126268462
-7.084503117877887,-1.4821562850578982
-1.7057881136305837,-0.35686971005977114
-10.408023921472745,-2.177473538167434
1.1831235937236084,0.2475225208120177
-1.2500985767133532,-0.2615344268452571
-2.2767888773522444,-0.47632937528134933
-4.837309642234404,-1.0120185946303193
13.34355569779045,2.7916192022827957
-6.105411211368111,-1.277319446293478
2.1888427399352395,0.4579300721615245
2.674317769645713,0.5594968093838216
-3.944288760297414,-0.825188764672205
5.168511572933446,1.081309695931428
7.029358688630164,1.470619461510007
9.423463295458092,1.9714925828925818
-2.7574067516524035,-0.5768799419551808
4.996939908117056,1.045415009019125
-3.0615212560983167,-0.6405040545629251
5.008167557413172,1.0477639572366324
-0.7798823228871656,-0.16315999403766368
-1.3231559641514388,-0.2768188390559053
3.229210885314517,0.6755865767590998
5.921247717543609,1.2387904097035456
-3.318938092323822,-0.694358499305641
-8.63870666804982,-1.8073128305231008
-0.610310635900694,-0.12768372457274824
-6.941308857763394,-1.4521984645754245
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
10.52000649212963,2.200901528550726
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
4.3610234190358055,0.9123742572005198
NA,NA
NA,NA
2.730233600584583,0.5711950186839406
NA,NA
NA,NA
NA,NA
0.551701623551651,0.11542207198133957
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
-1.3731784103831484,-0.28728408719577875
NA,NA
NA,NA
NA,NA
NA,NA
2.2788688982878296,0.4767645386303427
-4.012074960788919,-0.8393703863649306
NA,NA
-1.2958927018640354,-0.2711150635224476
-6.1020994314882495,-1.2766265853712664
2.4944460104281703,0.5218656510664604
7.743739085321625,1.6200757292624257
-1.6222870886232703,-0.3394003735425704
7.471130155650899,1.56304293080762
5.780764789873889,1.2093998299092383
6.280207061709629,1.313888668421695
-1.8632068643713782,-0.3898034510595662
-4.661922763970991,-0.9753257229342351
NA,NA
-11.505253796865128,-2.4070261445968395
5.992559875013928,1.2537097005327003
-0.042991143734090846,-0.008994222012057917
1.8696589796193357,0.3911533048188998
9.13317756648072,1.9107616028213497
8.286260233906408,1.7335771445024868
-2.1511393247932817,-0.45004210136230505
NA,NA
-2.225618752354963,-0.4656240200701236
3.5324238746406302,0.7390220824485249
-8.309717472884804,-1.738484657930521
5.123785893201,1.0719525898343685
7.599496389405492,1.5898985644325752
8.93000059676305,1.8682547371124292
3.02471635338058,0.6328040624849517
-2.1002310947928993,-0.4393915374764864
3.824085687963913,0.8000409545607552
2.2072619890794156,0.4617835824826923
NA,NA
-0.8995138937452187,-0.18818823972946958
NA,NA
6.8293239677097235,1.4287699889487129
-1.3679642659684434,-0.28619323060543406
-5.438342933178776,-1.1377613961902788
-9.330285371039063,-1.9519987321583214
11.720752617922974,2.4521108776739458
-5.4310553153894014,-1.1362367460729879
1.6360227498003386,0.3422740255410631
-3.4054275457079832,-0.7124530480399148
NA,NA
-0.3144314399519418,-0.06578252944352908
-0.7107998155026386,-0.14870717062805158
-6.593186765588406,-1.3793674786474772
-6.410991898806274,-1.3412503005739764
9.208789924263773,1.9265805430422083
-11.428207754287868,-2.3909072616851286
0.969485098009722,0.20282698834008048
-2.2400459753163164,-0.4686423544306718
4.743005108936793,0.9922890448777357
-8.742849793568668,-1.8291007224140383
1.0241287966072559,0.21425905350648053
10.381799640257636,2.171987128947568
